Justiça Eleitoral - Eleições Municipais 2004
Consulta de Resultados Eleitorais - Quadro Partido/Cargo
UF (RS) - Partido (TODOS) - Cargo (TODOS)
29/03/2009 - 00:39:43  -  Dados sujeitos a alteração
Última atualização em: 06/03/2008

UF,Município,Partido,Cargo,(E) Total de Eleitos,Votos de Legenda,Votos Nominais,(VT)Total de Votos,(VC) Votos Válidos,% (VT/VC)
"RS","NOVA ARACA","PAN","Vereador","0","0","0","0","2.602","0.000",
"RS","NOVA BASSANO","PAN","Vereador","0","0","0","0","5.888","0.000",
"RS","NOVA BOA VISTA","PAN","Vereador","0","0","0","0","1.757","0.000",
"RS","NOVA BRESCIA","PAN","Vereador","0","0","0","0","2.335","0.000",
"RS","NOVA CANDELARIA","PAN","Vereador","0","0","0","0","2.100","0.000",
"RS","NOVA ESPERANCA DO SUL","PAN","Vereador","0","0","0","0","3.376","0.000",
"RS","NOVA HARTZ","PAN","Vereador","0","0","0","0","10.696","0.000",
"RS","NOVA PADUA","PAN","Vereador","0","0","0","0","1.944","0.000",
"RS","NOVA PALMA","PAN","Vereador","0","0","0","0","4.622","0.000",
"RS","NOVA PETROPOLIS","PAN","Vereador","0","0","0","0","12.520","0.000",
"RS","NOVA PRATA","PAN","Vereador","0","0","0","0","13.178","0.000",
"RS","NOVA RAMADA","PAN","Vereador","0","0","0","0","1.881","0.000",
"RS","NOVA ROMA DO SUL","PAN","Vereador","0","0","0","0","2.470","0.000",
"RS","NOVA SANTA RITA","PAN","Vereador","0","0","0","0","10.894","0.000",
"RS","NOVO BARREIRO","PAN","Vereador","0","0","0","0","2.939","0.000",
"RS","NOVO CABRAIS","PAN","Vereador","0","0","0","0","3.168","0.000",
"RS","NOVO HAMBURGO","PAN","Vereador","0","0","0","0","138.596","0.000",
"RS","NOVO MACHADO","PAN","Vereador","0","0","0","0","3.105","0.000",
"RS","NOVO TIRADENTES","PAN","Vereador","0","0","0","0","1.747","0.000",
"RS","NOVO XINGU","PAN","Vereador","0","0","0","0","1.388","0.000",
"RS","OSORIO","PAN","Vereador","0","0","0","0","24.098","0.000",
"RS","PAIM FILHO","PAN","Vereador","0","0","0","0","3.506","0.000",
"RS","PLANALTO","PAN","Vereador","0","0","0","0","7.338","0.000",
"RS","PONTAO","PAN","Vereador","0","0","0","0","2.794","0.000",
"RS","PONTE PRETA","PAN","Vereador","0","0","0","0","1.464","0.000",
"RS","PORTAO","PAN","Vereador","0","0","0","0","16.293","0.000",
"RS","PORTO ALEGRE","PAN","Vereador","0","192","2,664","2,856","796.567","0.359",
"RS","PORTO LUCENA","PAN","Vereador","0","0","0","0","4.125","0.000",
"RS","PORTO VERA CRUZ","PAN","Vereador","0","0","0","0","1.651","0.000",
"RS","PORTO XAVIER","PAN","Vereador","0","0","0","0","7.133","0.000",
"RS","POUSO NOVO","PAN","Vereador","0","0","0","0","1.630","0.000",
"RS","PRESIDENTE LUCENA","PAN","Vereador","0","0","0","0","1.725","0.000",
"RS","PROGRESSO","PAN","Vereador","0","0","0","0","4.197","0.000",
"RS","PUTINGA","PAN","Vereador","0","0","0","0","3.695","0.000",
"RS","QUARAI","PAN","Vereador","0","0","0","0","15.066","0.000",
"RS","QUATRO IRMAOS","PAN","Vereador","0","0","0","0","1.331","0.000",
"RS","QUEVEDOS","PAN","Vereador","0","0","0","0","2.028","0.000",
"RS","QUINZE DE NOVEMBRO","PAN","Vereador","0","0","0","0","2.768","0.000",
"RS","RELVADO","PAN","Vereador","0","0","0","0","1.872","0.000",
"RS","RESTINGA SECA","PAN","Vereador","0","0","0","0","10.886","0.000",
"RS","RIO DOS INDIOS","PAN","Vereador","0","0","0","0","3.155","0.000",
"RS","ACEGUA","PAN","Vereador","0","0","0","0","2.942","0.000",
"RS","AGUA SANTA","PAN","Vereador","0","0","0","0","2.512","0.000",
"RS","AGUDO","PAN","Vereador","0","0","0","0","11.071","0.000",
"RS","AJURICABA","PAN","Vereador","0","0","0","0","5.167","0.000",
"RS","ALECRIM","PAN","Vereador","0","0","0","0","5.517","0.000",
"RS","ALEGRETE","PAN","Vereador","0","0","0","0","46.933","0.000",
"RS","ALEGRIA","PAN","Vereador","0","0","0","0","3.462","0.000",
"RS","ALMIRANTE TAMANDARE DO SUL","PAN","Vereador","0","0","0","0","1.696","0.000",
"RS","ALPESTRE","PAN","Vereador","0","0","0","0","5.868","0.000",
"RS","ALTO ALEGRE","PAN","Vereador","0","0","0","0","1.510","0.000",
"RS","ALTO FELIZ","PAN","Vereador","0","0","0","0","1.991","0.000",
"RS","ALVORADA","PAN","Vereador","0","32","259","291","99.919","0.291",
"RS","AMARAL FERRADOR","PAN","Vereador","0","0","0","0","3.929","0.000",
"RS","AMETISTA DO SUL","PAN","Vereador","0","0","0","0","5.183","0.000",
"RS","ANDRE DA ROCHA","PAN","Vereador","0","0","0","0","1.224","0.000",
"RS","ANTA GORDA","PAN","Vereador","0","0","0","0","4.580","0.000",
"RS","ANTONIO PRADO","PAN","Vereador","0","0","0","0","8.850","0.000",
"RS","ARAMBARE","PAN","Vereador","0","0","0","0","2.677","0.000",
"RS","ARARICA","PAN","Vereador","0","0","0","0","3.569","0.000",
"RS","ARATIBA","PAN","Vereador","0","0","0","0","5.007","0.000",
"RS","ARROIO DO MEIO","PAN","Vereador","0","0","0","0","12.404","0.000",
"RS","ARROIO DO PADRE","PAN","Vereador","0","0","0","0","1.952","0.000",
"RS","ARROIO DO SAL","PAN","Vereador","0","0","0","0","4.511","0.000",
"RS","ARROIO DO TIGRE","PAN","Vereador","0","0","0","0","8.825","0.000",
"RS","ARROIO DOS RATOS","PAN","Vereador","0","0","0","0","8.450","0.000",
"RS","ARROIO GRANDE","PAN","Vereador","0","0","0","0","12.794","0.000",
"RS","ARVOREZINHA","PAN","Vereador","0","0","0","0","6.785","0.000",
"RS","AUGUSTO PESTANA","PAN","Vereador","0","0","0","0","5.450","0.000",
"RS","AUREA","PAN","Vereador","0","0","0","0","2.753","0.000",
"RS","BAGE","PAN","Vereador","0","0","0","0","67.796","0.000",
"RS","BALNEARIO PINHAL","PAN","Vereador","0","0","0","0","4.751","0.000",
"RS","BARAO","PAN","Vereador","0","0","0","0","3.798","0.000",
"RS","BARAO DE COTEGIPE","PAN","Vereador","0","0","0","0","4.545","0.000",
"RS","BARAO DO TRIUNFO","PAN","Vereador","0","0","0","0","4.124","0.000",
"RS","BARRA DO GUARITA","PAN","Vereador","0","0","0","0","2.207","0.000",
"RS","BARRA DO QUARAI","PAN","Vereador","0","0","0","0","2.702","0.000",
"RS","BARRA DO RIBEIRO","PAN","Vereador","0","0","0","0","7.355","0.000",
"RS","BARRA DO RIO AZUL","PAN","Vereador","0","0","0","0","1.702","0.000",
"RS","BARRA FUNDA","PAN","Vereador","0","0","0","0","1.939","0.000",
"RS","BARRACAO","PAN","Vereador","0","0","0","0","3.441","0.000",
