Justiça Eleitoral - Eleições Municipais 2004
Consulta de Resultados Eleitorais - Resultado da Eleição
UF (ACRE) - Município (TODOS) - Cargo (TODOS) - Situação (TODAS) - Partido (TODOS)
26/04/2009 - 14:07:16  -  Dados sujeitos a alteração
Última atualização em: 06/03/2008

Cargo,UF,Município,Partido,Nr.,Candidato,Votos Nominais,Situação,%/Válidos,Coligação
"Vereador","AC","SENADOR GUIOMARD","PT","13611","ANTONIO GONZAGA DE MOURA","63","Suplente","0.622","PT / PTB",
"Vereador","AC","SENADOR GUIOMARD","PFL","25612","ANTONIO PAZ DA COSTA","21","Suplente","0.207","PMDB / PFL",
"Vereador","AC","SENADOR GUIOMARD","PFL","25125","ANTONIO ROSIMAR DA COSTA CASTRO","199","Suplente","1.964","PMDB / PFL",
"Vereador","AC","SENADOR GUIOMARD","PPS","23400","APARECIDA JARDIM MENDES","0","Suplente","0.000","(sem coligação)",
"Vereador","AC","SENADOR GUIOMARD","PC do B","65432","ARNALDO FRANCISCO PEREIRA DE SOUZA","21","Suplente","0.207","(sem coligação)",
"Vereador","AC","SENADOR GUIOMARD","PMN","33121","ARNOLDO PEREIRA DE ALMEIDA","158","Suplente","1.560","PMN / PSB / PSDB / PT do B",
"Vereador","AC","SENADOR GUIOMARD","PP","11333","BELARMINO DIOGO MAGALHÃES","1","Não eleito","0.010","PP / PSL",
"Vereador","AC","SENADOR GUIOMARD","PL","22000","BRAZ DA SILVA CARVALHO","60","Não eleito","0.592","(sem coligação)",
"Vereador","AC","SENADOR GUIOMARD","PC do B","65123","CARLOS ALBERTO BERNARDINO","50","Suplente","0.494","(sem coligação)",
"Vereador","AC","SENADOR GUIOMARD","PMDB","15234","CARLOS AUGUSTO SILVA DE OLIVEIRA","67","Suplente","0.661","PMDB / PFL",
"Vereador","AC","SENADOR GUIOMARD","PTB","14111","CREUZA DA SILVA FREIRE","0","Suplente","0.000","PT / PTB",
"Vereador","AC","SENADOR GUIOMARD","PC do B","65222","CRISTINA FLORENTINA DOS SANTOS","80","Suplente","0.790","(sem coligação)",
"Vereador","AC","SENADOR GUIOMARD","PP","11123","EGIDIO BORTOLOSO","15","Não eleito","0.148","PP / PSL",
"Vereador","AC","SENADOR GUIOMARD","PL","22202","ELIZALDO NERES NOLASCO","49","Não eleito","0.484","(sem coligação)",
"Vereador","AC","SENADOR GUIOMARD","PC do B","65456","ERNANI LIMA DO NASCIMENTO","348","Suplente","3.435","(sem coligação)",
"Vereador","AC","SENADOR GUIOMARD","PPS","23444","FLOR DE LIZ BARBOSA DA SILVA","77","Suplente","0.760","(sem coligação)",
"Vereador","AC","BRASILEIA","PL","22000","JASLANI VIEIRA FARRAPO","14","Suplente","0.136","PL / PPS",
"Vereador","AC","BRASILEIA","PT","13000","JOÃO RAIMUNDO ARAÚJO DE MELO","391","Eleito","3.802","PT / PC do B",
"Vereador","AC","BRASILEIA","PMDB","15556","JOÃO RODRIGUES VELOSO","63","Suplente","0.613","PMDB / PFL",
"Vereador","AC","BRASILEIA","PSB","40222","JONAS SEVERINO BANDEIRA","262","Suplente","2.547","PMN / PSB",
"Vereador","AC","BRASILEIA","PTB","14555","JOSÉ ANTONIO FILHO","11","Não eleito","0.107","PTB / PSDB",
"Vereador","AC","BRASILEIA","PL","22223","JOSÉ CAVALCANTE DE CASTRO","120","Suplente","1.167","PL / PPS",
"Vereador","AC","BRASILEIA","PMDB","15520","JOSÉ EDUARDO OLIVEIRA","46","Suplente","0.447","PMDB / PFL",
"Vereador","AC","BRASILEIA","PL","22333","JOSÉ MARIA PIMENTEL","129","Suplente","1.254","PL / PPS",
"Vereador","AC","BRASILEIA","PMDB","15555","JOSÉ RAMOS RODRIGUES","147","Suplente","1.429","PMDB / PFL",
"Vereador","AC","BRASILEIA","PSDB","45000","JURANDIR QUEIROZ DE OLIVEIRA","43","Não eleito","0.418","PTB / PSDB",
"Vereador","AC","BRASILEIA","PSB","40000","LAERCIO LEONARDO DOS SANTOS","241","Suplente","2.343","PMN / PSB",
"Vereador","AC","BRASILEIA","PSB","40100","LEANDRO ANDRÉ LOPES","387","Eleito","3.763","PMN / PSB",
"Vereador","AC","BRASILEIA","PSB","40456","LEANDRO LIMA GADELHA","84","Suplente","0.817","PMN / PSB",
"Vereador","AC","BRASILEIA","PT","13333","LEDA MARIA SANTIAGO DE ASSIS","280","Suplente","2.722","PT / PC do B",
"Vereador","AC","BRASILEIA","PT","13123","LEILA DA SILVA FERREIRA","31","Suplente","0.301","PT / PC do B",
"Vereador","AC","BRASILEIA","PSB","40123","LUSINETE RODRIGUES DE OLIVEIRA","115","Suplente","1.118","PMN / PSB",
"Vereador","AC","BRASILEIA","PMDB","15000","MANOEL PRETTE","391","Eleito","3.802","PMDB / PFL",
"Vereador","AC","BRASILEIA","PMDB","15115","MARIA ALDA SOARES PACHECO","274","Eleito por Média","2.664","PMDB / PFL",
"Vereador","AC","BRASILEIA","PMDB","15700","MARIA FRANCISCA MARTINS DE OLIVEIRA","73","Suplente","0.710","PMDB / PFL",
"Vereador","AC","BRASILEIA","PL","22444","MARIA LIMA DA SILVA FILHA","76","Suplente","0.739","PL / PPS",
"Vereador","AC","BRASILEIA","PSDB","45630","MÁRIO DE OLIVEIRA","18","Não eleito","0.175","PTB / PSDB",
