Justiça Eleitoral - Eleições Municipais 2004
Consulta de Resultados Eleitorais - Resultado da Eleição
UF (SANTA CATARINA) - Município (TODOS) - Cargo (TODOS) - Situação (TODAS) - Partido (TODOS)
26/04/2009 - 14:03:29  -  Dados sujeitos a alteração
Última atualização em: 06/03/2008

Cargo,UF,Município,Partido,Nr.,Candidato,Votos Nominais,Situação,%/Válidos,Coligação
"Vereador","SC","CAPAO ALTO","PFL","25600","PAULO DONIZETE VIEIRA","67","Suplente","2.937","(sem coligação)",
"Vereador","SC","CAPAO ALTO","PFL","25880","RITA DE CASSIA DE CAMPOS","122","Eleito","5.349","(sem coligação)",
"Vereador","SC","CAPAO ALTO","PP","11622","RITA SILVANIA ALEXANDRE COSTA","84","Suplente","3.683","(sem coligação)",
"Vereador","SC","CORONEL MARTINS","PDT","12345","ADÃO INÁCIO","50","Suplente","3.075","PDT / PMDB",
"Vereador","SC","CORONEL MARTINS","PFL","25610","ADEMIR JOSÉ TONELLO","77","Eleito","4.736","PP / PFL",
"Vereador","SC","CORONEL MARTINS","PP","11604","ARGENTINO BRENA","56","Suplente","3.444","PP / PFL",
"Vereador","SC","CORONEL MARTINS","PT","13555","ELOIDES TEREZINHA GUISOLPHI","48","Suplente","2.952","(sem coligação)",
"Vereador","SC","CORONEL MARTINS","PP","11610","ELPIDIO SANTETTI","57","Suplente","3.506","PP / PFL",
"Vereador","SC","CORONEL MARTINS","PP","11211","FABIO HENRIQUE DOS SANTOS","66","Suplente","4.059","PP / PFL",
"Vereador","SC","CORONEL MARTINS","PT","13213","GIBRAIR JOSÉ MADELLA","124","Eleito","7.626","(sem coligação)",
"Vereador","SC","CORONEL MARTINS","PMDB","15015","GILBERTO DE OLIVEIRA","46","Suplente","2.829","PDT / PMDB",
"Vereador","SC","CORONEL MARTINS","PMDB","15680","GILMAR GONÇALVES","84","Eleito","5.166","PDT / PMDB",
"Vereador","SC","CORONEL MARTINS","PMDB","15615","GILMAR JOSÉ SOMAVILA","12","Suplente","0.738","PDT / PMDB",
"Vereador","SC","CORONEL MARTINS","PFL","25680","IDACIR FRANCISCO ZANCO","57","Suplente","3.506","PP / PFL",
"Vereador","SC","CORONEL MARTINS","PMDB","15630","ILTSON JACOBSEN","80","Suplente","4.920","PDT / PMDB",
"Vereador","SC","CORONEL MARTINS","PT","13123","JOÃO MARIO VARGAS RAMOS","95","Eleito","5.843","(sem coligação)",
"Vereador","SC","CORONEL MARTINS","PFL","25678","JOSÉ DE BARBA","88","Eleito","5.412","PP / PFL",
"Vereador","SC","CORONEL MARTINS","PP","11222","JOSÉ EUGENIO ALVES RAVARENA","64","Suplente","3.936","PP / PFL",
"Vereador","SC","CORONEL MARTINS","PT","13340","LEOMIR VIEGA DE OLIVEIRA","60","Suplente","3.690","(sem coligação)",
"Vereador","SC","CORONEL MARTINS","PT","13222","LIDIA DUTRA BANDEIRA","0","Suplente","0.000","(sem coligação)",
"Vereador","SC","CORONEL MARTINS","PFL","25500","LIVINO ANTONIO SEVERGNINI","74","Eleito","4.551","PP / PFL",
"Vereador","SC","CORONEL MARTINS","PT","13450","LUIZ CUCHI","34","Suplente","2.091","(sem coligação)",
"Vereador","SC","CORONEL MARTINS","PFL","25167","NEIDA MARISA LOHMANN","20","Suplente","1.230","PP / PFL",
"Vereador","SC","CORONEL MARTINS","PT","13456","NEREU AMARANTE","39","Suplente","2.399","(sem coligação)",
"Vereador","SC","CORONEL MARTINS","PP","11555","NERI ANACLETO","8","Suplente","0.492","PP / PFL",
