Justiça Eleitoral - Eleições Municipais 2004
Consulta de Resultados Eleitorais - Resultado da Eleição
UF (PIAUI) - Município (TODOS) - Cargo (TODOS) - Situação (TODAS) - Partido (TODOS)
26/04/2009 - 13:58:35  -  Dados sujeitos a alteração
Última atualização em: 06/03/2008

Cargo,UF,Município,Partido,Nr.,Candidato,Votos Nominais,Situação,%/Válidos,Coligação
"Vereador","PI","ANISIO DE ABREU","PL","22222","MARIA DOS REIS DA MATA SOARES","86","Suplente","1.849","PTB / PL / PSDB",
"Vereador","PI","ANISIO DE ABREU","PTB","14456","MARIA JAIDE FERREIRA DOS SANTOS","171","Eleito","3.677","PTB / PL / PSDB",
"Vereador","PI","ANISIO DE ABREU","PMDB","15123","MARTINHO JOSE DE SOUSA","238","Eleito por Média","5.118","PP / PDT / PMDB / PPS / PC do B",
"Vereador","PI","ANISIO DE ABREU","PTB","14563","NEUTON PEREIRA DA TRINDADE","38","Suplente","0.817","PTB / PL / PSDB",
"Vereador","PI","ANISIO DE ABREU","PT","13444","ODILON FERREIRA CAVALCANTE","91","Suplente","1.957","(sem coligação)",
"Vereador","PI","ANISIO DE ABREU","PSDB","45633","RAIMUNDO DIAS COELHO","158","Suplente","3.398","PTB / PL / PSDB",
"Vereador","PI","ANISIO DE ABREU","PTB","14123","RAIMUNDO NONATO DE OLIVEIRA","158","Suplente","3.398","PTB / PL / PSDB",
"Vereador","PI","ANISIO DE ABREU","PT","13666","RUBEN FERREIRA CAVALCANTE","39","Suplente","0.839","(sem coligação)",
"Vereador","PI","ANISIO DE ABREU","PTB","14445","SILVIA DA COSTA SANTOS","188","Eleito","4.043","PTB / PL / PSDB",
"Vereador","PI","ANISIO DE ABREU","PPS","23456","VALDEMAR RODRIGUES DE CARVALHO","118","Suplente","2.538","PP / PDT / PMDB / PPS / PC do B",
"Vereador","PI","ANISIO DE ABREU","PMDB","15611","VIRGILO SIQUEIRA CAMPOS","306","Eleito","6.581","PP / PDT / PMDB / PPS / PC do B",
"Vereador","PI","ANISIO DE ABREU","PTB","14444","WALDEMAR RIBEIRO SOARES","71","Suplente","1.527","PTB / PL / PSDB",
